LANGUAGE1,SENTENCE1,LANGUAGE2,SENTENCE2,COSINE SIMILARITY
IT,"Le uova alla scozzese (in inglese scotch egg o egg ball) sono un piatto inglese, spesso consumato come antipasto.",DE,Schottische Eier (scotch eggs) sind eine Snack-Spezialität aus der britischen Küche.,0.82180434
IT,"Consistono in uova sode di gallina o di quaglia che, dopo essere state avvolte con carne tritata di maiale, vengono successivamente rivestite di pangrattato prima di venire cotte o fritte.",DE,"Sie bestehen aus hart gekochten Eiern;  diese werden mit Wurstbrät umhüllt, mit Brotkrumen paniert und anschließend frittiert.",0.7665599
IT,"== Storia ==
Esistono diverse teorie sulle origini e l'etimologia delle uova alla scozzese.",DE,"Das Resultat sind apfelgroße, orange-braune Kugeln.",0.40395266
IT,"Tuttavia, a dispetto del suo nome, tale ricetta sarebbe stata inventata in Inghilterra.",DE,"Schottische Eier sind üblicherweise in Supermärkten Großbritanniens im Kühlregal zu finden;  sie werden meist kalt, z.",0.5207499
IT,"Sebbene si pensi che siano state inventate nel grande magazzino londinese di Fortnum & Mason nel 1738, il Culinary Delights of Yorkshire (1981) di Peter Bone afferma che sarebbero nate a Whitby, nello Yorkshire, durante il XIX secolo, e che fossero originariamente ricoperte di pasta di pesce piuttosto che di carne di salsiccia.",DE,"B. bei Picknicks, serviert, und können aus der Hand gegessen werden.",0.583053
IT,"Il loro nome proverrebbe da William J. Scott & Sons, un noto ristorante di Whitby che li vendeva.",DE,Scotch eggs wurden erstmals 1738 in London von Fortnum & Mason hergestellt.,0.53685725
IT,"È stato anche suggerito che in origine fossero chiamate ""scorch eggs"" (""uova bruciate""), dato che erano cotte a fuoco vivo.",DE,"B. bei Picknicks, serviert, und können aus der Hand gegessen werden.",0.59905124
IT,"Altri scrittori hanno notato somiglianze delle uova alla scozzese con un piatto della cucina Mughlai con carne e uova sode chiamato nargisi kofta (""polpette di Narciso"") e un piatto algerino.La prima ricetta stampata delle scotch egg appare nell'edizione del 1809 di A New System of Domestic Cookery di Maria Rundell che, così come altri autori del diciannovesimo secolo, li serviva caldi con la salsa gravy.Oggi le uova alla scozzese sono divenute uno spuntino comune nel Regno Unito, dove vengono vendute in molti negozi e supermercati in diverse varianti e dove vengono servite in molti pub.",DE,Scotch eggs wurden erstmals 1738 in London von Fortnum & Mason hergestellt.,0.58487076
IT,"Fra queste si possono citare le cosiddette Manchester egg, un uovo in salamoia avvolto in una miscela di carne di maiale e black pudding del Lancashire, e le uova di Worcester, che vengono imbevute nella salsa Worcestershire.",DE,Scotch eggs wurden erstmals 1738 in London von Fortnum & Mason hergestellt.,0.5406617
IT,"Altri scrittori hanno notato somiglianze delle uova alla scozzese con un piatto della cucina Mughlai con carne e uova sode chiamato nargisi kofta (""polpette di Narciso"") e un piatto algerino.La prima ricetta stampata delle scotch egg appare nell'edizione del 1809 di A New System of Domestic Cookery di Maria Rundell che, così come altri autori del diciannovesimo secolo, li serviva caldi con la salsa gravy.Oggi le uova alla scozzese sono divenute uno spuntino comune nel Regno Unito, dove vengono vendute in molti negozi e supermercati in diverse varianti e dove vengono servite in molti pub.",DE,Schottische Eier (scotch eggs) sind eine Snack-Spezialität aus der britischen Küche.,0.6281
IT,"Sebbene si pensi che siano state inventate nel grande magazzino londinese di Fortnum & Mason nel 1738, il Culinary Delights of Yorkshire (1981) di Peter Bone afferma che sarebbero nate a Whitby, nello Yorkshire, durante il XIX secolo, e che fossero originariamente ricoperte di pasta di pesce piuttosto che di carne di salsiccia.",DE,Schottische Eier (scotch eggs) sind eine Snack-Spezialität aus der britischen Küche.,0.58283114
IT,"Consistono in uova sode di gallina o di quaglia che, dopo essere state avvolte con carne tritata di maiale, vengono successivamente rivestite di pangrattato prima di venire cotte o fritte.",DE,Scotch eggs wurden erstmals 1738 in London von Fortnum & Mason hergestellt.,0.5040065
IT,"Fra queste si possono citare le cosiddette Manchester egg, un uovo in salamoia avvolto in una miscela di carne di maiale e black pudding del Lancashire, e le uova di Worcester, che vengono imbevute nella salsa Worcestershire.",DE,Scotch eggs wurden erstmals 1738 in London von Fortnum & Mason hergestellt.,0.5406617
IT,"Le uova alla scozzese (in inglese scotch egg o egg ball) sono un piatto inglese, spesso consumato come antipasto.",DE,Scotch eggs wurden erstmals 1738 in London von Fortnum & Mason hergestellt.,0.6277761
IT,"Altri scrittori hanno notato somiglianze delle uova alla scozzese con un piatto della cucina Mughlai con carne e uova sode chiamato nargisi kofta (""polpette di Narciso"") e un piatto algerino.La prima ricetta stampata delle scotch egg appare nell'edizione del 1809 di A New System of Domestic Cookery di Maria Rundell che, così come altri autori del diciannovesimo secolo, li serviva caldi con la salsa gravy.Oggi le uova alla scozzese sono divenute uno spuntino comune nel Regno Unito, dove vengono vendute in molti negozi e supermercati in diverse varianti e dove vengono servite in molti pub.",DE,Schottische Eier (scotch eggs) sind eine Snack-Spezialität aus der britischen Küche.,0.6281
IT,"Consistono in uova sode di gallina o di quaglia che, dopo essere state avvolte con carne tritata di maiale, vengono successivamente rivestite di pangrattato prima di venire cotte o fritte.",DE,Scotch eggs wurden erstmals 1738 in London von Fortnum & Mason hergestellt.,0.5040065
IT,"Le uova alla scozzese (in inglese scotch egg o egg ball) sono un piatto inglese, spesso consumato come antipasto.",DE,"B. bei Picknicks, serviert, und können aus der Hand gegessen werden.",0.58159405
IT,"Le uova alla scozzese (in inglese scotch egg o egg ball) sono un piatto inglese, spesso consumato come antipasto.",EN,"A Scotch egg is a boiled egg wrapped in sausage meat, coated in breadcrumbs and baked or deep-fried.",0.731496
IT,"Consistono in uova sode di gallina o di quaglia che, dopo essere state avvolte con carne tritata di maiale, vengono successivamente rivestite di pangrattato prima di venire cotte o fritte.",EN,"== Origin ==
Various origin stories exist.",0.38692337
IT,"== Storia ==
Esistono diverse teorie sulle origini e l'etimologia delle uova alla scozzese.",EN,"The Oxford Companion to Food gives the first instance of the name as of 1809, in an edition of Maria Rundell's A New System of Domestic Cookery.",0.5517012
IT,"Tuttavia, a dispetto del suo nome, tale ricetta sarebbe stata inventata in Inghilterra.",EN,"They did not, at that time, have a breadcrumb layer, although by 1861 Isabella Beeton suggested this as an option.",0.61552954
IT,"Sebbene si pensi che siano state inventate nel grande magazzino londinese di Fortnum & Mason nel 1738, il Culinary Delights of Yorkshire (1981) di Peter Bone afferma che sarebbero nate a Whitby, nello Yorkshire, durante il XIX secolo, e che fossero originariamente ricoperte di pasta di pesce piuttosto che di carne di salsiccia.",EN,"According to the Oxford Companion to Food, food historian Annette Hope speculated in 1987 that the inspiration may have been Indian koftas such as the Mughlai dish called nargisi kofta (""Narcissus meatballs""), in which a boiled egg is encased in a seasoned ground-meat mixture and then fried.Other claims include the item having been invented at Fortnums.",0.67151797
IT,"Il loro nome proverrebbe da William J. Scott & Sons, un noto ristorante di Whitby che li vendeva.",EN,"According to Culinary Delights of Yorkshire, they originated in Whitby, Yorkshire, England, in the 19th century, and were originally covered in fish paste rather than sausage meat.",0.6099125
IT,"È stato anche suggerito che in origine fossero chiamate ""scorch eggs"" (""uova bruciate""), dato che erano cotte a fuoco vivo.",EN,"They were supposedly named after William J. Scott & Sons, a well-known eatery which sold them.It has also been suggested that they were originally called ""scorch"" eggs, as they were cooked over an open flame, though according to surviving recipes they were deep-fried in lard.",0.8383145
IT,"Altri scrittori hanno notato somiglianze delle uova alla scozzese con un piatto della cucina Mughlai con carne e uova sode chiamato nargisi kofta (""polpette di Narciso"") e un piatto algerino.La prima ricetta stampata delle scotch egg appare nell'edizione del 1809 di A New System of Domestic Cookery di Maria Rundell che, così come altri autori del diciannovesimo secolo, li serviva caldi con la salsa gravy.Oggi le uova alla scozzese sono divenute uno spuntino comune nel Regno Unito, dove vengono vendute in molti negozi e supermercati in diverse varianti e dove vengono servite in molti pub.",EN,"'Scotching' as a culinary process is also sometimes cited as the origin, though what 'scotching' was is open to interpretation, from the inclusion of anchovies to simply mincing meat.",0.6370151
IT,"Fra queste si possono citare le cosiddette Manchester egg, un uovo in salamoia avvolto in una miscela di carne di maiale e black pudding del Lancashire, e le uova di Worcester, che vengono imbevute nella salsa Worcestershire.",EN,"Further confusion is added by the large trade in eggs from Scotland in the 19th century, which sometimes involved dipping eggs in a lime powder to preserve them, a process possibly also known as 'scotching'.",0.62412345
IT,"Altri scrittori hanno notato somiglianze delle uova alla scozzese con un piatto della cucina Mughlai con carne e uova sode chiamato nargisi kofta (""polpette di Narciso"") e un piatto algerino.La prima ricetta stampata delle scotch egg appare nell'edizione del 1809 di A New System of Domestic Cookery di Maria Rundell che, così come altri autori del diciannovesimo secolo, li serviva caldi con la salsa gravy.Oggi le uova alla scozzese sono divenute uno spuntino comune nel Regno Unito, dove vengono vendute in molti negozi e supermercati in diverse varianti e dove vengono servite in molti pub.",EN,"== Preparation and serving ==
Scotch eggs are prepared by hard- or soft-boiling an egg, wrapping it in sausage meat, and deep-frying it.",0.6108991
IT,"Sebbene si pensi che siano state inventate nel grande magazzino londinese di Fortnum & Mason nel 1738, il Culinary Delights of Yorkshire (1981) di Peter Bone afferma che sarebbero nate a Whitby, nello Yorkshire, durante il XIX secolo, e che fossero originariamente ricoperte di pasta di pesce piuttosto che di carne di salsiccia.",EN,"It is often eaten in pubs or as a cold snack at picnics.In the Netherlands and Belgium, Scotch eggs may also be called vogelnestje (""little bird's nest""), because they contain an egg.",0.601295
IT,"Consistono in uova sode di gallina o di quaglia che, dopo essere state avvolte con carne tritata di maiale, vengono successivamente rivestite di pangrattato prima di venire cotte o fritte.",EN,One 1880s Scottish recipe also calls them birds' nests.,0.47187996
IT,"Fra queste si possono citare le cosiddette Manchester egg, un uovo in salamoia avvolto in una miscela di carne di maiale e black pudding del Lancashire, e le uova di Worcester, che vengono imbevute nella salsa Worcestershire.",EN,"== Regional variation ==
The Manchester egg consists of a pickled egg wrapped in a mixture of pork meat and Lancashire black pudding.Vegetarian versions have also been made.",0.7452269
IT,"Le uova alla scozzese (in inglese scotch egg o egg ball) sono un piatto inglese, spesso consumato come antipasto.",EN,"In 2022, Guinness World Records certified a 18.341 kilograms (40.43 lb) vegetarian scotch egg as the world's largest.",0.4742175
IT,"Altri scrittori hanno notato somiglianze delle uova alla scozzese con un piatto della cucina Mughlai con carne e uova sode chiamato nargisi kofta (""polpette di Narciso"") e un piatto algerino.La prima ricetta stampata delle scotch egg appare nell'edizione del 1809 di A New System of Domestic Cookery di Maria Rundell che, così come altri autori del diciannovesimo secolo, li serviva caldi con la salsa gravy.Oggi le uova alla scozzese sono divenute uno spuntino comune nel Regno Unito, dove vengono vendute in molti negozi e supermercati in diverse varianti e dove vengono servite in molti pub.",EN,"It used an ostrich egg in the center, with a coating made of peas and cheddar cheese.",0.49355164
IT,"Consistono in uova sode di gallina o di quaglia che, dopo essere state avvolte con carne tritata di maiale, vengono successivamente rivestite di pangrattato prima di venire cotte o fritte.",EN,"The Harwood Arms, a Michelin-starred restaurant in London, started selling a vegetarian scotch egg that uses a plant-based meat alternative in 2020, and the next year, the supermarket chain Tesco started selling a vegan version.",0.4104906
IT,"Le uova alla scozzese (in inglese scotch egg o egg ball) sono un piatto inglese, spesso consumato come antipasto.",EN,"== Nutrition ==
A fatty food, a typical sausage-coated Scotch egg has about 200 mg dietary cholesterol per 100 grams.",0.594686
IT,"Le uova alla scozzese (in inglese scotch egg o egg ball) sono un piatto inglese, spesso consumato come antipasto.",ES,"El Huevo a la escocesa (en inglés: Scotch egg) consiste en un plato en el que se sirve frío un huevo duro al que se le ha quitado la cáscara y se le ha recubierto en una mezcla de salchichas picadas finamente, recubierto de pan rallado, y puesto a freír.",0.69464135
IT,"Consistono in uova sode di gallina o di quaglia che, dopo essere state avvolte con carne tritata di maiale, vengono successivamente rivestite di pangrattato prima di venire cotte o fritte.",ES,"El plato fue inventado en la tienda londinense Fortnum & Mason, en el año 1738.",0.43260902
IT,"== Storia ==
Esistono diverse teorie sulle origini e l'etimologia delle uova alla scozzese.",ES,[1]​ Contrario a la creencia popular no es un plato originario de Escocia.,0.6563029
IT,"Tuttavia, a dispetto del suo nome, tale ricetta sarebbe stata inventata in Inghilterra.",ES,"Los huevos a la escocesa se suelen servir fríos, acompañando por regla general a una ensalada y relish.",0.5780692
IT,"Sebbene si pensi che siano state inventate nel grande magazzino londinese di Fortnum & Mason nel 1738, il Culinary Delights of Yorkshire (1981) di Peter Bone afferma che sarebbero nate a Whitby, nello Yorkshire, durante il XIX secolo, e che fossero originariamente ricoperte di pasta di pesce piuttosto che di carne di salsiccia.",ES,"== Características y emplatado ==
Los huevos a la escocesa suelen ser servidos como comida de pícnic, son ideales para ser comidos frescos.",0.5864668
IT,"Il loro nome proverrebbe da William J. Scott & Sons, un noto ristorante di Whitby che li vendeva.",ES,"Sin embargo, en el Reino Unido pueden ser ser adquiridos en los supermercados, en envases pre-empacados de plástico.",0.5071962
IT,"È stato anche suggerito che in origine fossero chiamate ""scorch eggs"" (""uova bruciate""), dato che erano cotte a fuoco vivo.",ES,"== Variantes ==
Existen versiones en miniatura de los scotch eggs disponibles también en los supermercados británicos bajo el nombre 'savoury egg bites', 'pícnic eggs', o similares.",0.6967597
IT,"Altri scrittori hanno notato somiglianze delle uova alla scozzese con un piatto della cucina Mughlai con carne e uova sode chiamato nargisi kofta (""polpette di Narciso"") e un piatto algerino.La prima ricetta stampata delle scotch egg appare nell'edizione del 1809 di A New System of Domestic Cookery di Maria Rundell che, così come altri autori del diciannovesimo secolo, li serviva caldi con la salsa gravy.Oggi le uova alla scozzese sono divenute uno spuntino comune nel Regno Unito, dove vengono vendute in molti negozi e supermercati in diverse varianti e dove vengono servite in molti pub.",ES,suelen contener huevo duro picado en lugar de uno entero y el relleno es generalmente de mayonesa.,0.52921253
IT,"Fra queste si possono citare le cosiddette Manchester egg, un uovo in salamoia avvolto in una miscela di carne di maiale e black pudding del Lancashire, e le uova di Worcester, che vengono imbevute nella salsa Worcestershire.",ES,"En los Estados Unidos, existen algunos huevos similares denominados ""English-style"" y que son servidos como pub grub en algunos pubs.",0.5446372
IT,"Altri scrittori hanno notato somiglianze delle uova alla scozzese con un piatto della cucina Mughlai con carne e uova sode chiamato nargisi kofta (""polpette di Narciso"") e un piatto algerino.La prima ricetta stampata delle scotch egg appare nell'edizione del 1809 di A New System of Domestic Cookery di Maria Rundell che, così come altri autori del diciannovesimo secolo, li serviva caldi con la salsa gravy.Oggi le uova alla scozzese sono divenute uno spuntino comune nel Regno Unito, dove vengono vendute in molti negozi e supermercati in diverse varianti e dove vengono servite in molti pub.",ES,En algunas ocasiones se sirven calientes con salsas para mojar tales como la ranchera o mostaza.,0.50778234
IT,"Sebbene si pensi che siano state inventate nel grande magazzino londinese di Fortnum & Mason nel 1738, il Culinary Delights of Yorkshire (1981) di Peter Bone afferma che sarebbero nate a Whitby, nello Yorkshire, durante il XIX secolo, e che fossero originariamente ricoperte di pasta di pesce piuttosto che di carne di salsiccia.",ES,En la cocina de África Oriental algunos restaurantes de fast-food ofrecen scotch eggs en sus menús.,0.5136122
IT,"Consistono in uova sode di gallina o di quaglia che, dopo essere state avvolte con carne tritata di maiale, vengono successivamente rivestite di pangrattato prima di venire cotte o fritte.",ES,"En Nigeria, Tantalizers y Mr. Biggs ambos tienen este tipo de huevo entre su menú.",0.47645637
IT,"Fra queste si possono citare le cosiddette Manchester egg, un uovo in salamoia avvolto in una miscela di carne di maiale e black pudding del Lancashire, e le uova di Worcester, che vengono imbevute nella salsa Worcestershire.",ES,En la cocina de África Oriental algunos restaurantes de fast-food ofrecen scotch eggs en sus menús.,0.520041
IT,"Le uova alla scozzese (in inglese scotch egg o egg ball) sono un piatto inglese, spesso consumato come antipasto.",ES,"== Variantes ==
Existen versiones en miniatura de los scotch eggs disponibles también en los supermercados británicos bajo el nombre 'savoury egg bites', 'pícnic eggs', o similares.",0.7128995
IT,"Altri scrittori hanno notato somiglianze delle uova alla scozzese con un piatto della cucina Mughlai con carne e uova sode chiamato nargisi kofta (""polpette di Narciso"") e un piatto algerino.La prima ricetta stampata delle scotch egg appare nell'edizione del 1809 di A New System of Domestic Cookery di Maria Rundell che, così come altri autori del diciannovesimo secolo, li serviva caldi con la salsa gravy.Oggi le uova alla scozzese sono divenute uno spuntino comune nel Regno Unito, dove vengono vendute in molti negozi e supermercati in diverse varianti e dove vengono servite in molti pub.",ES,"En Nigeria, Tantalizers y Mr. Biggs ambos tienen este tipo de huevo entre su menú.",0.5099087
IT,"Consistono in uova sode di gallina o di quaglia che, dopo essere state avvolte con carne tritata di maiale, vengono successivamente rivestite di pangrattato prima di venire cotte o fritte.",ES,"El Huevo a la escocesa (en inglés: Scotch egg) consiste en un plato en el que se sirve frío un huevo duro al que se le ha quitado la cáscara y se le ha recubierto en una mezcla de salchichas picadas finamente, recubierto de pan rallado, y puesto a freír.",0.630997
IT,"Le uova alla scozzese (in inglese scotch egg o egg ball) sono un piatto inglese, spesso consumato come antipasto.",ES,suelen contener huevo duro picado en lugar de uno entero y el relleno es generalmente de mayonesa.,0.66155064
IT,"Le uova alla scozzese (in inglese scotch egg o egg ball) sono un piatto inglese, spesso consumato come antipasto.",FR,"Le scotch egg (« œuf à l'écossaise ») est un plat britannique, composé d'un œuf dur au cœur d'une boule de garniture de chair à saucisse, panée et frite.",0.799042
IT,"Consistono in uova sode di gallina o di quaglia che, dopo essere state avvolte con carne tritata di maiale, vengono successivamente rivestite di pangrattato prima di venire cotte o fritte.",FR,"On le mange, chaud ou froid, notamment au cours d'un pique-nique.",0.5473937
IT,"== Storia ==
Esistono diverse teorie sulle origini e l'etimologia delle uova alla scozzese.",FR,"== Historique ==
Il s'agirait d'une recette inventée à Londres par Fortnum & Mason, en 1738.",0.67113197
IT,"Tuttavia, a dispetto del suo nome, tale ricetta sarebbe stata inventata in Inghilterra.",FR,"Contrairement à la croyance populaire, ce plat n'est pas d'origine écossaise.",0.6733494
IT,"Sebbene si pensi che siano state inventate nel grande magazzino londinese di Fortnum & Mason nel 1738, il Culinary Delights of Yorkshire (1981) di Peter Bone afferma che sarebbero nate a Whitby, nello Yorkshire, durante il XIX secolo, e che fossero originariamente ricoperte di pasta di pesce piuttosto che di carne di salsiccia.",FR,Mais cette origine est discutée et plusieurs hypothèses sont avancées.,0.4885105
IT,"Il loro nome proverrebbe da William J. Scott & Sons, un noto ristorante di Whitby che li vendeva.",FR,"== Consommation ==
En Grande-Bretagne, on le trouve facilement préemballé dans la grande distribution pour un coût modique.",0.4904984
IT,"È stato anche suggerito che in origine fossero chiamate ""scorch eggs"" (""uova bruciate""), dato che erano cotte a fuoco vivo.",FR,"Il est aussi souvent servi dans les pubs, ce qui a conduit à un débat dans le pays en 2020 dans le cadre des mesures de confinement liées à la crise du Covid.",0.5723398
IT,"Altri scrittori hanno notato somiglianze delle uova alla scozzese con un piatto della cucina Mughlai con carne e uova sode chiamato nargisi kofta (""polpette di Narciso"") e un piatto algerino.La prima ricetta stampata delle scotch egg appare nell'edizione del 1809 di A New System of Domestic Cookery di Maria Rundell che, così come altri autori del diciannovesimo secolo, li serviva caldi con la salsa gravy.Oggi le uova alla scozzese sono divenute uno spuntino comune nel Regno Unito, dove vengono vendute in molti negozi e supermercati in diverse varianti e dove vengono servite in molti pub.",FR,Ces mesures conditionnent en effet la possibilité de servir des boissons alcoolisées en accompagnement de substantial meal (repas substantiel).,0.5414388
IT,"Fra queste si possono citare le cosiddette Manchester egg, un uovo in salamoia avvolto in una miscela di carne di maiale e black pudding del Lancashire, e le uova di Worcester, che vengono imbevute nella salsa Worcestershire.",FR,"Aux États-Unis, on le trouve plutôt chaud, et accompagné d'une sauce relevée, pour donner facilement un peu de couleur locale britannique à un pub.",0.53135425
IT,"Altri scrittori hanno notato somiglianze delle uova alla scozzese con un piatto della cucina Mughlai con carne e uova sode chiamato nargisi kofta (""polpette di Narciso"") e un piatto algerino.La prima ricetta stampata delle scotch egg appare nell'edizione del 1809 di A New System of Domestic Cookery di Maria Rundell che, così come altri autori del diciannovesimo secolo, li serviva caldi con la salsa gravy.Oggi le uova alla scozzese sono divenute uno spuntino comune nel Regno Unito, dove vengono vendute in molti negozi e supermercati in diverse varianti e dove vengono servite in molti pub.",FR,"On le trouve également en Afrique anglophone, mais il est à peu près inconnu en France.",0.42112416
IT,"Sebbene si pensi che siano state inventate nel grande magazzino londinese di Fortnum & Mason nel 1738, il Culinary Delights of Yorkshire (1981) di Peter Bone afferma che sarebbero nate a Whitby, nello Yorkshire, durante il XIX secolo, e che fossero originariamente ricoperte di pasta di pesce piuttosto che di carne di salsiccia.",FR,"Aux États-Unis, on le trouve plutôt chaud, et accompagné d'une sauce relevée, pour donner facilement un peu de couleur locale britannique à un pub.",0.54501784
IT,"Consistono in uova sode di gallina o di quaglia che, dopo essere state avvolte con carne tritata di maiale, vengono successivamente rivestite di pangrattato prima di venire cotte o fritte.",FR,"== Consommation ==
En Grande-Bretagne, on le trouve facilement préemballé dans la grande distribution pour un coût modique.",0.4226842
IT,"Fra queste si possono citare le cosiddette Manchester egg, un uovo in salamoia avvolto in una miscela di carne di maiale e black pudding del Lancashire, e le uova di Worcester, che vengono imbevute nella salsa Worcestershire.",FR,"Il est aussi souvent servi dans les pubs, ce qui a conduit à un débat dans le pays en 2020 dans le cadre des mesures de confinement liées à la crise du Covid.",0.4722338
IT,"Le uova alla scozzese (in inglese scotch egg o egg ball) sono un piatto inglese, spesso consumato come antipasto.",FR,"Contrairement à la croyance populaire, ce plat n'est pas d'origine écossaise.",0.65327173
IT,"Altri scrittori hanno notato somiglianze delle uova alla scozzese con un piatto della cucina Mughlai con carne e uova sode chiamato nargisi kofta (""polpette di Narciso"") e un piatto algerino.La prima ricetta stampata delle scotch egg appare nell'edizione del 1809 di A New System of Domestic Cookery di Maria Rundell che, così come altri autori del diciannovesimo secolo, li serviva caldi con la salsa gravy.Oggi le uova alla scozzese sono divenute uno spuntino comune nel Regno Unito, dove vengono vendute in molti negozi e supermercati in diverse varianti e dove vengono servite in molti pub.",FR,"Le scotch egg (« œuf à l'écossaise ») est un plat britannique, composé d'un œuf dur au cœur d'une boule de garniture de chair à saucisse, panée et frite.",0.6683514
IT,"Consistono in uova sode di gallina o di quaglia che, dopo essere state avvolte con carne tritata di maiale, vengono successivamente rivestite di pangrattato prima di venire cotte o fritte.",FR,"Contrairement à la croyance populaire, ce plat n'est pas d'origine écossaise.",0.40348303
IT,"Le uova alla scozzese (in inglese scotch egg o egg ball) sono un piatto inglese, spesso consumato come antipasto.",FR,"Le scotch egg (« œuf à l'écossaise ») est un plat britannique, composé d'un œuf dur au cœur d'une boule de garniture de chair à saucisse, panée et frite.",0.799042
